Sample Name,Target Name,CT
B16-2,Firmicutes,17.186
B16-2,Bacteroidetes,15.421
B16-2,Lactobucillius,34.632
B16-2,Bifido,26.412
B16-2,Parab,28.461
B16-2,16S,13.272
B16-2,A.muc,30.138
B16-2,Firmicutes,17.300
B16-2,Bacteroidetes,14.864
B16-2,Lactobucillius,36.353
B16-2,Bifido,26.212
B16-2,Parab,27.636
B16-2,16S,13.372
B16-2,A.muc,30.073
B16-2,Firmicutes,17.284
B16-2,Bacteroidetes,14.728
B16-2,Lactobucillius,34.786
B16-2,Bifido,26.477
B16-2,Parab,27.998
B16-2,16S,13.659
B16-3,A.muc,32.243
B16-3,Firmicutes,16.379
B16-3,Bacteroidetes,14.529
B16-3,Lactobucillius,38.278
B16-3,Bifido,24.214
B16-3,Parab,31.950
B16-3,16S,13.198
B16-3,A.muc,32.882
B16-3,Firmicutes,16.398
B16-3,Bacteroidetes,14.509
B16-3,Lactobucillius,36.191
B16-3,Bifido,24.216
B16-3,Parab,32.240
B16-3,16S,13.312
B16-3,A.muc,33.699
B16-3,Firmicutes,16.363
B16-3,Bacteroidetes,14.531
B16-3,Lactobucillius,36.070
B16-3,Bifido,24.001
B16-3,Parab,32.095
B16-3,16S,13.398
B17-1,A.muc,28.341
B17-1,Firmicutes,16.815
B17-1,Bacteroidetes,15.173
B17-1,Lactobucillius,35.023
B17-1,Bifido,22.881
B17-1,Parab,Undetermined
B17-1,16S,13.552
B17-1,A.muc,27.799
B17-1,Firmicutes,16.860
B17-1,Bacteroidetes,15.079
B17-1,Lactobucillius,36.653
B17-1,Bifido,22.901
B17-1,Parab,37.115
B17-1,16S,13.534
B17-1,A.muc,28.233
B17-1,Firmicutes,16.629
B17-1,Bacteroidetes,15.027
B17-1,Lactobucillius,34.166
B17-1,Bifido,22.848
B17-1,Parab,39.725
B17-1,16S,13.752
B17-2,A.muc,29.733
B17-2,Firmicutes,17.051
B17-2,Bacteroidetes,13.959
B17-2,Lactobucillius,34.135
B17-2,Bifido,23.040
B17-2,Parab,Undetermined
B17-2,16S,12.335
B17-2,A.muc,29.045
B17-2,Firmicutes,17.167
B17-2,Bacteroidetes,14.072
B17-2,Lactobucillius,34.448
B17-2,Bifido,23.121
B17-2,Parab,Undetermined
B17-2,16S,12.921
B17-2,A.muc,29.261
B17-2,Firmicutes,17.146
B17-2,Bacteroidetes,14.200
B17-2,Lactobucillius,36.156
B17-2,Bifido,23.095
B17-2,Parab,Undetermined
B17-2,16S,12.952
B17-3,A.muc,31.709
B17-3,Firmicutes,20.800
B17-3,Bacteroidetes,17.781
B17-3,Lactobucillius,36.194
B17-3,Bifido,23.583
B17-3,Parab,Undetermined
B17-3,16S,16.805
B17-3,A.muc,31.628
B17-3,Firmicutes,19.436
B17-3,Bacteroidetes,17.869
B17-3,Lactobucillius,35.207
B17-3,Bifido,23.309
B17-3,Parab,Undetermined
B17-3,16S,16.378
B17-3,A.muc,31.999
B17-3,Firmicutes,19.511
B17-3,Bacteroidetes,18.533
B17-3,Lactobucillius,36.432
B17-3,Bifido,23.502
B17-3,Parab,Undetermined
B17-3,16S,16.538
B18-1,A.muc,19.835
B18-1,Firmicutes,16.778
B18-1,Bacteroidetes,15.220
B18-1,Lactobucillius,34.906
B18-1,Bifido,24.551
B18-1,Parab,27.443
B18-1,16S,13.758
B18-1,A.muc,19.780
B18-1,Firmicutes,16.678
B18-1,Bacteroidetes,15.295
B18-1,Lactobucillius,34.853
B18-1,Bifido,24.512
B18-1,Parab,27.373
B18-1,16S,13.724
B18-1,A.muc,19.572
B18-1,Firmicutes,16.541
B18-1,Bacteroidetes,15.357
B18-1,Lactobucillius,36.335
B18-1,Bifido,24.648
B18-1,Parab,27.641
B18-1,16S,14.044
B18-2,A.muc,17.818
B18-2,Firmicutes,14.814
B18-2,Bacteroidetes,14.807
B18-2,Lactobucillius,35.986
B18-2,Bifido,17.747
B18-2,Parab,26.636
B18-2,16S,12.554
B18-2,A.muc,17.582
B18-2,Firmicutes,14.643
B18-2,Bacteroidetes,14.704
B18-2,Lactobucillius,34.330
B18-2,Bifido,17.681
B18-2,Parab,26.525
B18-2,16S,12.540
B18-2,A.muc,17.626
B18-2,Firmicutes,14.496
B18-2,Bacteroidetes,14.922
B18-2,Lactobucillius,39.318
B18-2,Bifido,18.010
B18-2,Parab,26.633
B18-2,16S,12.827
B18-3,A.muc,21.203
B18-3,Firmicutes,16.541
B18-3,Bacteroidetes,16.883
B18-3,Lactobucillius,29.694
B18-3,Bifido,21.590
B18-3,Parab,28.176
B18-3,16S,14.811
B18-3,A.muc,20.708
B18-3,Firmicutes,16.568
B18-3,Bacteroidetes,16.903
B18-3,Lactobucillius,29.305
B18-3,Bifido,21.468
B18-3,Parab,28.083
B18-3,16S,14.656
B18-3,A.muc,21.037
B18-3,Firmicutes,15.951
B18-3,Bacteroidetes,16.794
B18-3,Lactobucillius,29.313
B18-3,Bifido,21.536
B18-3,Parab,28.178
B18-3,16S,14.833
B19-1,A.muc,32.210
B19-1,Firmicutes,17.521
B19-1,Bacteroidetes,14.332
B19-1,Lactobucillius,33.309
B19-1,Bifido,23.056
B19-1,Parab,Undetermined
B19-1,16S,12.995
B19-1,A.muc,32.215
B19-1,Firmicutes,17.222
B19-1,Bacteroidetes,14.153
B19-1,Lactobucillius,33.892
B19-1,Bifido,22.917
B19-1,Parab,38.384
B19-1,16S,12.840
B19-1,A.muc,32.284
B19-1,Firmicutes,17.095
B19-1,Bacteroidetes,14.143
B19-1,Lactobucillius,33.180
B19-1,Bifido,22.744
B19-1,Parab,Undetermined
B19-1,16S,13.028
B19-2,A.muc,32.242
B19-2,Firmicutes,17.207
B19-2,Bacteroidetes,14.265
B19-2,Lactobucillius,36.294
B19-2,Bifido,19.478
B19-2,Parab,39.632
B19-2,16S,12.713
B19-2,A.muc,31.901
B19-2,Firmicutes,17.022
B19-2,Bacteroidetes,14.043
B19-2,Lactobucillius,34.693
B19-2,Bifido,19.366
B19-2,Parab,36.980
B19-2,16S,12.708
B19-2,A.muc,31.605
B19-2,Firmicutes,16.900
B19-2,Bacteroidetes,13.950
B19-2,Lactobucillius,37.035
B19-2,Bifido,19.284
B19-2,Parab,36.986
B19-2,16S,12.818
B19-3,A.muc,31.731
B19-3,Firmicutes,17.398
B19-3,Bacteroidetes,14.094
B19-3,Lactobucillius,35.173
B19-3,Bifido,16.351
B19-3,Parab,35.048
B19-3,16S,12.845
B19-3,A.muc,31.705
B19-3,Firmicutes,16.994
B19-3,Bacteroidetes,13.982
B19-3,Lactobucillius,34.342
B19-3,Bifido,16.160
B19-3,Parab,35.321
B19-3,16S,12.751
B19-3,A.muc,31.527
B19-3,Firmicutes,16.954
B19-3,Bacteroidetes,13.747
B19-3,Lactobucillius,34.000
B19-3,Bifido,16.123
B19-3,Parab,33.335
B19-3,16S,12.909
B20-1,A.muc,30.972
B20-1,Firmicutes,16.702
B20-1,Bacteroidetes,13.967
B20-1,Lactobucillius,35.697
B20-1,Bifido,22.311
B20-1,Parab,22.817
B20-1,16S,12.441
B20-1,A.muc,30.424
B20-1,Firmicutes,16.613
B20-1,Bacteroidetes,14.054
B20-1,Lactobucillius,35.984
B20-1,Bifido,22.470
B20-1,Parab,38.243
B20-1,16S,12.683
B20-1,A.muc,30.247
B20-1,Firmicutes,16.517
B20-1,Bacteroidetes,13.922
B20-1,Lactobucillius,34.520
B20-1,Bifido,22.573
B20-1,Parab,37.889
B20-1,16S,12.873
B20-2,A.muc,31.259
B20-2,Firmicutes,17.772
B20-2,Bacteroidetes,14.342
B20-2,Lactobucillius,35.996
B20-2,Bifido,19.950
B20-2,Parab,38.015
B20-2,16S,12.919
B20-2,A.muc,31.735
B20-2,Firmicutes,17.332
B20-2,Bacteroidetes,14.234
B20-2,Lactobucillius,36.359
B20-2,Bifido,19.984
B20-2,Parab,38.530
B20-2,16S,12.968
B20-2,A.muc,31.457
B20-2,Firmicutes,17.199
B20-2,Bacteroidetes,14.125
B20-2,Lactobucillius,35.455
B20-2,Bifido,19.949
B20-2,Parab,37.840
B20-2,16S,13.060
B20-3,A.muc,29.692
B20-3,Firmicutes,17.002
B20-3,Bacteroidetes,14.553
B20-3,Lactobucillius,35.199
B20-3,Bifido,23.385
B20-3,Parab,37.912
B20-3,16S,13.423
B20-3,A.muc,30.019
B20-3,Firmicutes,16.786
B20-3,Bacteroidetes,14.492
B20-3,Lactobucillius,35.493
B20-3,Bifido,23.459
B20-3,Parab,37.766
B20-3,16S,13.444
B20-3,A.muc,29.368
B20-3,Firmicutes,16.606
B20-3,Bacteroidetes,14.392
B20-3,Lactobucillius,34.326
B20-3,Bifido,23.309
B20-3,Parab,36.426
B20-3,16S,13.697
B21-1,A.muc,24.527
B21-1,Firmicutes,16.340
B21-1,Bacteroidetes,14.207
B21-1,Lactobucillius,35.151
B21-1,Bifido,22.170
B21-1,Parab,29.885
B21-1,16S,12.803
B21-1,A.muc,24.559
B21-1,Firmicutes,15.896
B21-1,Bacteroidetes,14.013
B21-1,Lactobucillius,34.357
B21-1,Bifido,21.988
B21-1,Parab,29.621
B21-1,16S,12.685
B21-1,A.muc,24.363
B21-1,Firmicutes,15.762
B21-1,Bacteroidetes,13.885
B21-1,Lactobucillius,33.646
B21-1,Bifido,21.878
B21-1,Parab,29.444
B21-1,16S,13.062
B21-2,A.muc,25.235
B21-2,Firmicutes,17.234
B21-2,Bacteroidetes,14.672
B21-2,Lactobucillius,35.764
B21-2,Bifido,24.269
B21-2,Parab,30.688
B21-2,16S,13.396
B21-2,A.muc,26.086
B21-2,Firmicutes,16.679
B21-2,Bacteroidetes,14.507
B21-2,Lactobucillius,35.906
B21-2,Bifido,24.027
B21-2,Parab,30.066
B21-2,16S,13.269
B21-2,A.muc,Undetermined
B21-2,Firmicutes,16.164
B21-2,Bacteroidetes,14.540
B21-2,Lactobucillius,36.413
B21-2,Bifido,24.151
B21-2,Parab,30.244
B21-2,16S,13.427
B21-3,A.muc,26.935
B21-3,Firmicutes,17.905
B21-3,Bacteroidetes,17.690
B21-3,Lactobucillius,34.591
B21-3,Bifido,21.049
B21-3,Parab,38.476
B21-3,16S,15.070
B21-3,A.muc,26.660
B21-3,Firmicutes,17.874
B21-3,Bacteroidetes,16.759
B21-3,Lactobucillius,35.049
B21-3,Bifido,20.985
B21-3,Parab,Undetermined
B21-3,16S,15.107
B21-3,A.muc,22.647
B21-3,Firmicutes,13.596
B21-3,Bacteroidetes,12.600
B21-3,Lactobucillius,30.082
B21-3,Bifido,16.712
B21-3,Parab,33.873
B21-3,16S,11.527
B22-1,A.muc,32.206
B22-1,Firmicutes,17.293
B22-1,Bacteroidetes,16.356
B22-1,Lactobucillius,34.871
B22-1,Bifido,21.633
B22-1,Parab,32.159
B22-1,16S,14.293
B22-1,A.muc,31.984
B22-1,Firmicutes,17.171
B22-1,Bacteroidetes,16.304
B22-1,Lactobucillius,35.202
B22-1,Bifido,21.614
B22-1,Parab,31.991
B22-1,16S,14.388
B22-1,A.muc,Undetermined
B22-1,Firmicutes,16.502
B22-1,Bacteroidetes,16.269
B22-1,Lactobucillius,33.560
B22-1,Bifido,21.540
B22-1,Parab,31.946
B22-1,16S,14.528
B22-2,A.muc,29.435
B22-2,Firmicutes,16.936
B22-2,Bacteroidetes,16.213
B22-2,Lactobucillius,31.700
B22-2,Bifido,19.720
B22-2,Parab,33.433
B22-2,16S,14.170
B22-2,A.muc,29.185
B22-2,Firmicutes,16.802
B22-2,Bacteroidetes,16.095
B22-2,Lactobucillius,32.938
B22-2,Bifido,19.657
B22-2,Parab,33.907
B22-2,16S,14.275
B22-2,A.muc,28.893
B22-2,Firmicutes,16.661
B22-2,Bacteroidetes,16.032
B22-2,Lactobucillius,31.362
B22-2,Bifido,19.867
B22-2,Parab,34.746
B22-2,16S,14.342
B22-3,A.muc,29.568
B22-3,Firmicutes,14.067
B22-3,Bacteroidetes,14.456
B22-3,Lactobucillius,28.279
B22-3,Bifido,18.487
B22-3,Parab,33.594
B22-3,16S,12.231
B22-3,A.muc,28.422
B22-3,Firmicutes,14.006
B22-3,Bacteroidetes,14.233
B22-3,Lactobucillius,28.033
B22-3,Bifido,18.361
B22-3,Parab,33.277
B22-3,16S,12.229
B22-3,A.muc,29.045
B22-3,Firmicutes,14.040
B22-3,Bacteroidetes,14.243
B22-3,Lactobucillius,27.995
B22-3,Bifido,18.625
B22-3,Parab,34.573
B22-3,16S,12.559
B23-1,A.muc,29.203
B23-1,Firmicutes,14.709
B23-1,Bacteroidetes,14.250
B23-1,Lactobucillius,33.629
B23-1,Bifido,21.070
B23-1,Parab,25.087
B23-1,16S,12.409
B23-1,A.muc,28.942
B23-1,Firmicutes,14.739
B23-1,Bacteroidetes,13.899
B23-1,Lactobucillius,33.500
B23-1,Bifido,20.957
B23-1,Parab,24.921
B23-1,16S,12.437
B23-1,A.muc,28.611
B23-1,Firmicutes,14.513
B23-1,Bacteroidetes,14.076
B23-1,Lactobucillius,33.895
B23-1,Bifido,21.274
B23-1,Parab,24.948
B23-1,16S,12.543
B23-2,A.muc,29.752
B23-2,Firmicutes,15.617
B23-2,Bacteroidetes,13.351
B23-2,Lactobucillius,31.817
B23-2,Bifido,22.895
B23-2,Parab,33.566
B23-2,16S,12.309
B23-2,A.muc,29.720
B23-2,Firmicutes,15.663
B23-2,Bacteroidetes,13.536
B23-2,Lactobucillius,31.310
B23-2,Bifido,22.848
B23-2,Parab,33.806
B23-2,16S,12.364
B23-2,A.muc,28.581
B23-2,Firmicutes,15.584
B23-2,Bacteroidetes,13.546
B23-2,Lactobucillius,30.921
B23-2,Bifido,22.690
B23-2,Parab,35.225
B23-2,16S,12.736
B23-3,A.muc,29.671
B23-3,Firmicutes,15.523
B23-3,Bacteroidetes,13.480
B23-3,Lactobucillius,38.041
B23-3,Bifido,20.313
B23-3,Parab,33.888
B23-3,16S,12.359
B23-3,A.muc,29.174
B23-3,Firmicutes,15.469
B23-3,Bacteroidetes,13.444
B23-3,Lactobucillius,35.264
B23-3,Bifido,20.259
B23-3,Parab,32.824
B23-3,16S,12.514
B23-3,A.muc,29.029
B23-3,Firmicutes,15.434
B23-3,Bacteroidetes,13.622
B23-3,Lactobucillius,36.325
B23-3,Bifido,20.170
B23-3,Parab,33.574
B23-3,16S,12.850
B24-1,A.muc,30.579
B24-1,Firmicutes,16.764
B24-1,Bacteroidetes,13.158
B24-1,Lactobucillius,33.415
B24-1,Bifido,26.985
B24-1,Parab,23.082
B24-1,16S,11.961
B24-1,A.muc,30.003
B24-1,Firmicutes,16.508
B24-1,Bacteroidetes,13.068
B24-1,Lactobucillius,33.603
B24-1,Bifido,26.990
B24-1,Parab,23.014
B24-1,16S,11.980
B24-1,A.muc,28.661
B24-1,Firmicutes,16.555
B24-1,Bacteroidetes,13.161
B24-1,Lactobucillius,35.673
B24-1,Bifido,26.444
B24-1,Parab,23.534
B24-1,16S,12.047
B24-2,A.muc,31.981
B24-2,Firmicutes,16.956
B24-2,Bacteroidetes,14.152
B24-2,Lactobucillius,35.742
B24-2,Bifido,24.925
B24-2,Parab,23.360
B24-2,16S,12.884
B24-2,A.muc,32.490
B24-2,Firmicutes,16.764
B24-2,Bacteroidetes,14.157
B24-2,Lactobucillius,34.283
B24-2,Bifido,24.864
B24-2,Parab,23.525
B24-2,16S,13.015
B24-2,A.muc,30.792
B24-2,Firmicutes,16.653
B24-2,Bacteroidetes,14.241
B24-2,Lactobucillius,34.147
B24-2,Bifido,24.637
B24-2,Parab,24.665
B24-2,16S,13.306
B24-3,A.muc,32.786
B24-3,Firmicutes,16.091
B24-3,Bacteroidetes,13.257
B24-3,Lactobucillius,38.208
B24-3,Bifido,19.742
B24-3,Parab,24.498
B24-3,16S,12.188
B24-3,A.muc,32.508
B24-3,Firmicutes,15.783
B24-3,Bacteroidetes,13.106
B24-3,Lactobucillius,35.389
B24-3,Bifido,19.711
B24-3,Parab,24.429
B24-3,16S,12.144
B24-3,A.muc,30.985
B24-3,Firmicutes,15.714
B24-3,Bacteroidetes,13.098
B24-3,Lactobucillius,35.349
B24-3,Bifido,19.531
B24-3,Parab,24.994
B24-3,16S,12.420
B25-1,A.muc,31.881
B25-1,Firmicutes,15.464
B25-1,Bacteroidetes,14.056
B25-1,Lactobucillius,39.440
B25-1,Bifido,25.660
B25-1,Parab,29.608
B25-1,16S,12.497
B25-1,A.muc,31.701
B25-1,Firmicutes,15.273
B25-1,Bacteroidetes,14.008
B25-1,Lactobucillius,33.402
B25-1,Bifido,25.612
B25-1,Parab,29.560
B25-1,16S,12.654
B25-1,A.muc,31.225
B25-1,Firmicutes,15.496
B25-1,Bacteroidetes,14.155
B25-1,Lactobucillius,35.855
B25-1,Bifido,25.502
B25-1,Parab,29.993
B25-1,16S,12.886
B25-2,A.muc,32.472
B25-2,Firmicutes,16.033
B25-2,Bacteroidetes,15.053
B25-2,Lactobucillius,9.162
B25-2,Bifido,26.225
B25-2,Parab,28.123
B25-2,16S,13.199
B25-2,A.muc,32.989
B25-2,Firmicutes,16.162
B25-2,Bacteroidetes,15.213
B25-2,Lactobucillius,36.669
B25-2,Bifido,26.319
B25-2,Parab,27.761
B25-2,16S,13.664
B25-2,A.muc,31.045
B25-2,Firmicutes,15.980
B25-2,Bacteroidetes,15.061
B25-2,Lactobucillius,36.485
B25-2,Bifido,26.137
B25-2,Parab,28.372
B25-2,16S,13.672
B25-3,A.muc,29.021
B25-3,Firmicutes,16.763
B25-3,Bacteroidetes,14.584
B25-3,Lactobucillius,39.154
B25-3,Bifido,23.380
B25-3,Parab,30.940
B25-3,16S,13.223
B25-3,A.muc,29.419
B25-3,Firmicutes,16.246
B25-3,Bacteroidetes,14.430
B25-3,Lactobucillius,37.195
B25-3,Bifido,23.445
B25-3,Parab,30.506
B25-3,16S,13.519
B25-3,A.muc,28.834
B25-3,Firmicutes,16.287
B25-3,Bacteroidetes,14.536
B25-3,Lactobucillius,36.944
B25-3,Bifido,23.261
B25-3,Parab,31.167
B25-3,16S,13.862
B26-1,A.muc,20.067
B26-1,Firmicutes,16.510
B26-1,Bacteroidetes,14.211
B26-1,Lactobucillius,34.383
B26-1,Bifido,31.897
B26-1,Parab,39.438
B26-1,16S,13.427
B26-1,A.muc,19.976
B26-1,Firmicutes,16.342
B26-1,Bacteroidetes,14.218
B26-1,Lactobucillius,34.585
B26-1,Bifido,31.719
B26-1,Parab,39.258
B26-1,16S,13.407
B26-1,A.muc,21.081
B26-1,Firmicutes,16.243
B26-1,Bacteroidetes,14.282
B26-1,Lactobucillius,34.515
B26-1,Bifido,31.973
B26-1,Parab,Undetermined
B26-1,16S,13.403
B26-2,A.muc,18.784
B26-2,Firmicutes,16.605
B26-2,Bacteroidetes,14.215
B26-2,Lactobucillius,37.721
B26-2,Bifido,24.180
B26-2,Parab,31.536
B26-2,16S,13.140
B26-2,A.muc,18.504
B26-2,Firmicutes,16.537
B26-2,Bacteroidetes,14.221
B26-2,Lactobucillius,36.405
B26-2,Bifido,24.228
B26-2,Parab,31.816
B26-2,16S,13.109
B26-2,A.muc,18.250
B26-2,Firmicutes,16.478
B26-2,Bacteroidetes,14.269
B26-2,Lactobucillius,39.220
B26-2,Bifido,23.994
B26-2,Parab,36.273
B26-2,16S,13.346
B26-3,A.muc,20.798
B26-3,Firmicutes,15.812
B26-3,Bacteroidetes,14.061
B26-3,Lactobucillius,36.059
B26-3,Bifido,22.082
B26-3,Parab,31.647
B26-3,16S,13.101
B26-3,A.muc,20.104
B26-3,Firmicutes,15.855
B26-3,Bacteroidetes,13.983
B26-3,Lactobucillius,35.490
B26-3,Bifido,22.300
B26-3,Parab,31.624
B26-3,16S,13.036
B26-3,A.muc,20.236
B26-3,Firmicutes,15.645
B26-3,Bacteroidetes,14.000
B26-3,Lactobucillius,34.868
B26-3,Bifido,22.220
B26-3,Parab,34.907
B26-3,16S,13.250
B27-1,A.muc,31.405
B27-1,Firmicutes,16.907
B27-1,Bacteroidetes,15.715
B27-1,Lactobucillius,33.176
B27-1,Bifido,24.515
B27-1,Parab,21.911
B27-1,16S,14.050
B27-1,A.muc,31.382
B27-1,Firmicutes,16.984
B27-1,Bacteroidetes,15.142
B27-1,Lactobucillius,34.421
B27-1,Bifido,24.497
B27-1,Parab,21.980
B27-1,16S,14.114
B27-1,A.muc,29.946
B27-1,Firmicutes,16.916
B27-1,Bacteroidetes,15.046
B27-1,Lactobucillius,32.044
B27-1,Bifido,24.231
B27-1,Parab,22.376
B27-1,16S,14.208
B27-2,A.muc,30.152
B27-2,Firmicutes,16.549
B27-2,Bacteroidetes,14.155
B27-2,Lactobucillius,37.402
B27-2,Bifido,20.993
B27-2,Parab,21.169
B27-2,16S,13.007
B27-2,A.muc,30.228
B27-2,Firmicutes,16.602
B27-2,Bacteroidetes,13.990
B27-2,Lactobucillius,33.803
B27-2,Bifido,20.973
B27-2,Parab,21.109
B27-2,16S,13.050
B27-2,A.muc,28.916
B27-2,Firmicutes,16.463
B27-2,Bacteroidetes,14.059
B27-2,Lactobucillius,34.220
B27-2,Bifido,20.665
B27-2,Parab,21.539
B27-2,16S,13.313
B27-3,A.muc,30.867
B27-3,Firmicutes,18.910
B27-3,Bacteroidetes,17.319
B27-3,Lactobucillius,36.354
B27-3,Bifido,21.159
B27-3,Parab,24.745
B27-3,16S,15.894
B27-3,A.muc,31.024
B27-3,Firmicutes,18.441
B27-3,Bacteroidetes,17.246
B27-3,Lactobucillius,38.669
B27-3,Bifido,21.081
B27-3,Parab,24.735
B27-3,16S,16.039
B27-3,A.muc,30.323
B27-3,Firmicutes,18.659
B27-3,Bacteroidetes,17.337
B27-3,Lactobucillius,37.455
B27-3,Bifido,21.132
B27-3,Parab,25.240
B27-3,16S,16.307
B28-1,A.muc,26.577
B28-1,Firmicutes,14.338
B28-1,Bacteroidetes,15.030
B28-1,Lactobucillius,32.942
B28-1,Bifido,19.936
B28-1,Parab,20.750
B28-1,16S,12.282
B28-1,A.muc,26.252
B28-1,Firmicutes,14.098
B28-1,Bacteroidetes,14.911
B28-1,Lactobucillius,32.944
B28-1,Bifido,19.759
B28-1,Parab,20.700
B28-1,16S,12.574
B28-1,A.muc,25.822
B28-1,Firmicutes,14.037
B28-1,Bacteroidetes,14.966
B28-1,Lactobucillius,32.219
B28-1,Bifido,19.799
B28-1,Parab,21.227
B28-1,16S,12.469
B28-2,A.muc,27.312
B28-2,Firmicutes,14.572
B28-2,Bacteroidetes,14.749
B28-2,Lactobucillius,33.311
B28-2,Bifido,16.488
B28-2,Parab,23.470
B28-2,16S,12.576
B28-2,A.muc,27.476
B28-2,Firmicutes,14.403
B28-2,Bacteroidetes,14.679
B28-2,Lactobucillius,36.395
B28-2,Bifido,16.557
B28-2,Parab,23.378
B28-2,16S,12.574
B28-2,A.muc,26.471
B28-2,Firmicutes,14.299
B28-2,Bacteroidetes,14.842
B28-2,Lactobucillius,34.136
B28-2,Bifido,16.451
B28-2,Parab,24.043
B28-2,16S,12.867
B28-3,A.muc,28.353
B28-3,Firmicutes,16.220
B28-3,Bacteroidetes,15.831
B28-3,Lactobucillius,39.467
B28-3,Bifido,20.919
B28-3,Parab,23.443
B28-3,16S,13.348
B28-3,A.muc,28.104
B28-3,Firmicutes,15.968
B28-3,Bacteroidetes,15.883
B28-3,Lactobucillius,35.535
B28-3,Bifido,20.845
B28-3,Parab,23.591
B28-3,16S,14.167
B28-3,A.muc,27.597
B28-3,Firmicutes,16.164
B28-3,Bacteroidetes,15.977
B28-3,Lactobucillius,37.139
B28-3,Bifido,21.042
B28-3,Parab,23.851
B28-3,16S,14.214
B29-1,A.muc,27.916
B29-1,Firmicutes,15.854
B29-1,Bacteroidetes,14.282
B29-1,Lactobucillius,30.063
B29-1,Bifido,19.802
B29-1,Parab,35.829
B29-1,16S,12.501
B29-1,A.muc,27.783
B29-1,Firmicutes,15.686
B29-1,Bacteroidetes,14.186
B29-1,Lactobucillius,29.307
B29-1,Bifido,19.361
B29-1,Parab,37.906
B29-1,16S,12.913
B29-1,A.muc,26.596
B29-1,Firmicutes,15.891
B29-1,Bacteroidetes,14.405
B29-1,Lactobucillius,29.543
B29-1,Bifido,19.864
B29-1,Parab,35.928
B29-1,16S,12.747
B29-2,A.muc,29.999
B29-2,Firmicutes,16.384
B29-2,Bacteroidetes,14.522
B29-2,Lactobucillius,35.507
B29-2,Bifido,28.586
B29-2,Parab,37.249
B29-2,16S,12.868
B29-2,A.muc,29.181
B29-2,Firmicutes,16.379
B29-2,Bacteroidetes,14.541
B29-2,Lactobucillius,35.368
B29-2,Bifido,28.569
B29-2,Parab,Undetermined
B29-2,16S,13.361
B29-2,A.muc,29.314
B29-2,Firmicutes,16.257
B29-2,Bacteroidetes,14.627
B29-2,Lactobucillius,37.338
B29-2,Bifido,28.903
B29-2,Parab,Undetermined
B29-2,16S,13.596
B29-3,A.muc,32.681
B29-3,Firmicutes,17.945
B29-3,Bacteroidetes,16.427
B29-3,Lactobucillius,36.932
B29-3,Bifido,26.000
B29-3,Parab,Undetermined
B29-3,16S,14.470
B29-3,A.muc,32.166
B29-3,Firmicutes,17.824
B29-3,Bacteroidetes,16.553
B29-3,Lactobucillius,34.939
B29-3,Bifido,26.125
B29-3,Parab,Undetermined
B29-3,16S,14.984
B29-3,A.muc,31.557
B29-3,Firmicutes,17.755
B29-3,Bacteroidetes,16.616
B29-3,Lactobucillius,35.399
B29-3,Bifido,26.559
B29-3,Parab,Undetermined
B29-3,16S,15.508
B30-1,A.muc,20.460
B30-1,Firmicutes,16.012
B30-1,Bacteroidetes,14.271
B30-1,Lactobucillius,36.319
B30-1,Bifido,21.594
B30-1,Parab,25.425
B30-1,16S,12.370
B30-1,A.muc,20.774
B30-1,Firmicutes,15.914
B30-1,Bacteroidetes,14.395
B30-1,Lactobucillius,33.787
B30-1,Bifido,21.852
B30-1,Parab,25.393
B30-1,16S,12.968
B30-1,A.muc,20.698
B30-1,Firmicutes,15.984
B30-1,Bacteroidetes,14.624
B30-1,Lactobucillius,34.708
B30-1,Bifido,22.238
B30-1,Parab,25.952
B30-1,16S,13.389
B30-2,A.muc,20.302
B30-2,Firmicutes,15.118
B30-2,Bacteroidetes,14.969
B30-2,Lactobucillius,38.126
B30-2,Bifido,17.387
B30-2,Parab,26.769
B30-2,16S,12.103
B30-2,A.muc,20.499
B30-2,Firmicutes,15.367
B30-2,Bacteroidetes,15.364
B30-2,Lactobucillius,34.987
B30-2,Bifido,18.043
B30-2,Parab,27.630
B30-2,16S,13.258
B30-2,A.muc,20.235
B30-2,Firmicutes,15.233
B30-2,Bacteroidetes,15.253
B30-2,Lactobucillius,34.248
B30-2,Bifido,18.078
B30-2,Parab,27.675
B30-2,16S,13.606
B30-3,A.muc,23.623
B30-3,Firmicutes,16.492
B30-3,Bacteroidetes,17.514
B30-3,Lactobucillius,38.418
B30-3,Bifido,21.853
B30-3,Parab,30.465
B30-3,16S,14.266
B30-3,A.muc,23.346
B30-3,Firmicutes,16.603
B30-3,Bacteroidetes,17.860
B30-3,Lactobucillius,35.518
B30-3,Bifido,22.264
B30-3,Parab,30.336
B30-3,16S,15.252
B30-3,A.muc,23.222
B30-3,Firmicutes,16.576
B30-3,Bacteroidetes,17.700
B30-3,Lactobucillius,36.776
B30-3,Bifido,22.350
B30-3,Parab,30.711
B30-3,16S,15.659
,A.muc,Undetermined
,Firmicutes,33.857
,Bacteroidetes,33.403
,Lactobucillius,Undetermined
,Bifido,Undetermined
,Parab,Undetermined
,16S,29.453
,A.muc,Undetermined
,Firmicutes,34.623
,Bacteroidetes,Undetermined
,Lactobucillius,Undetermined
,Bifido,Undetermined
,Parab,Undetermined
,16S,30.344
,A.muc,Undetermined
,Firmicutes,33.098
,Bacteroidetes,34.641
,Lactobucillius,Undetermined
,Bifido,Undetermined
