"","A.muc","Firmicutes","Bacteroidetes","Lactobucillius","Bifido","Parab"
"A1-2","        0.62096692504","        0.22800007560","        0.10417935010","        0.58534122431","        6.49797915102","        4.65486631225"
"A2-2","        0.23585191198","        0.05055945523","        0.15416197980","        1.68809744025","        2.27911649151","        4.55979590619"
"A3-2","        1.68466105757","        0.06393383163","        0.08322303827","        0.30366620824","        0.06721013592","        0.00000000000"
"A4-2","        0.01279731551","       35.84497159070","        0.27303468368","        0.15100631862","        0.02069235287","        0.00000000000"
"A5-2","        0.00759076630","        0.21442511194","        0.14314182741","        0.27483159570","        0.20536766956","        0.19559004472"
"A6-2","        0.12438700487","        0.06748310487","        0.04632061436","        0.00505932880","        0.08895575876","        0.03181871739"
"A7-2","        0.83583748055","        0.21551492841","        0.26981796901","        0.39560895716","        1.15858364160","        0.18843292023"
"A8-2","        0.22783830815","        0.02729956904","        0.16783850364","        0.01202369126","        0.78163009891","        0.01381470373"
"A9-2","        0.01055371041","        0.28877456406","        0.04682574321","        0.83514915049","        1.30259510002","        3.85206587566"
"A10-2","        6.32915821620","        0.14798083444","        0.04472406564","        0.17566720917","        0.11652395832","        0.19229938782"
"A11-2","        0.31811898535","        0.10743930161","        0.11353709987","        0.01398522903","        0.02557175384","        0.00000000000"
"A12-2","        0.00204506881","        0.37056685286","        0.08435498952","        0.07883004942","        0.22837452483","        0.00000000000"
"A13-2","        0.20732137870","        0.14340618230","        0.16484184208","        0.12480391660","        0.76999400010","        0.09479062658"
"A14-2","        0.28381460316","        0.05231629923","        0.08556426711","        0.45889938412","        1.02398318121","        0.49950211793"
"A15-2","        1.16333192632","        0.04275268602","        0.20462969394","        0.24536265254","        0.23725795835","        0.85536947107"
"A16-2","        0.07640172987","        0.01113284487","        0.19629692111","        0.70929801392","        0.04335647407","        0.07149268774"
"A17-2","       19.04909485679","        2.65165657975","        1.03710972375","        0.76904562538","        1.69144401914","        0.25415953970"
"A18-2","        0.04516979692","        1.39147302455","        1.93357827713","        0.92555147941","        0.00615031422","        0.00000000000"
"A19-2","       89.04053365295","       53.93769581508","       48.52827955323","        2.73299515604","       12.37475062597","       13.47167460097"
"A20-2","        1.35623497659","        0.59521359635","        0.52711918755","        1.85431149776","        0.42689707793","        0.05357868163"
"A21-2","        0.59201623847","        0.15271426596","        0.21161650876","        0.32055129756","        0.27203958799","        0.01216042728"
"A22-2","        0.01190955528","        0.10062004145","        0.05925355812","        0.49206575821","        0.63902363548","        0.71931743538"
