"","A.muc","Firmicutes","Bacteroidetes","Lactobucillius","Bifido","Parab"
"A_2",14.0537531126607,0.317716775634577,1714581.80767278,0.983950009607493,11849.2626315236,1.81743566457042
"A_3",11.3405332571776,0.327518405581558,2188649.31851779,1.53938867722239,15958.2586922443,6.1380096048713
"B_2",1.22598527816208,0.0934148659695671,0.0346004468470687,15.7009892490094,43.0941260123484,7.03627276377938
"B_3",1.93178347505692,0.105657689501072,0.0520590266826583,23.3280263259928,24.1801705272287,5.11290015706281
"C_2",4.52203365396888,0.118206744250949,0.0495166708624932,4.06833431895895,1.86680968176437,9.75230091395191
"C_3",1.81033344779969,0.146337114429213,0.0510391750447809,39.4525655818488,1.20293067090326,17.300464119131
