"","A.muc","Firmicutes","Bacteroidetes","Lactobucillius","Bifido","Parab"
"A_2",20.1399765433303,1.49545311905167,1714582.79817232,2.13092463730833,11852.4641839119,3.74542580453267
"A_3",16.472442611251,1.47591770820333,2188650.28499829,3.82605334251933,15962.2765269364,8.82303033669833
"B_2",3.63039426431448,1.15510648477034,0.983179117938966,23.5097273401638,56.9650697310548,8.83471315121586
"B_3",4.29217504277483,1.41542629695,1.06039715855759,38.0221042186321,49.4044108725324,8.90102772371793
"C_2",9.14379073689172,1.18529289686586,0.979192166356207,7.08034645527966,3.3476564755231,16.7469340779779
"C_3",4.71866016568821,1.41589621125893,1.03836480797679,46.7748188154418,4.13487686834321,21.5014677385046
